5,8,2
7,10,0
15,11,8
21,12,3
25,10,4
26,12,5
31,6,1
35,8,1
41,5,4
48,10,2
52,12,8
54,8,4
62,10,2
63,10,4
64,10,2
71,8,2
72,12,5
74,8,1
78,5,3
84,12,4
95,7,0
104,10,0
116,8,8
117,10,4
133,10,3
139,8,12
149,4,2
158,12,1
159,12,0
160,12,2
162,12,8
163,10,2
176,8,8
182,8,8
187,10,8
195,11,2
196,12,0
197,6,2
199,4,0
206,8,0
207,6,0
214,10,1
219,8,2
225,8,2
227,10,8
235,5,4
236,8,9
239,2,1
251,5,10
259,12,4
266,8,2
269,10,8
278,11,2
287,4,0
291,8,0
293,12,4
294,5,2
299,8,8
307,8,2
308,8,4
309,5,0
316,6,4
320,12,8
322,10,8
327,10,3
329,10,0
337,10,2
346,1,2
348,12,0
383,12,0
389,12,8
390,12,2
397,10,8
404,12,8
420,9,12
422,12,2
425,3,1
430,10,4
433,10,2
440,7,4
448,11,2
449,12,2
450,8,2
454,8,8
455,12,2
460,10,2
463,7,2
464,6,0
467,10,6
468,8,12
479,12,1
481,10,8
484,12,0
487,12,8
488,6,0
489,10,8
494,10,4
499,10,9
500,10,8
507,10,6
511,8,2
514,8,0
526,5,0
528,0,8
536,8,3
542,10,1
549,8,2
558,10,0
559,8,2
560,12,2
562,8,8
572,12,1
573,12,8
581,12,2
586,8,12
587,12,4
589,5,4
591,12,2
594,3,0
596,10,8
598,8,2
599,10,0
601,10,2
605,10,1
611,12,0
613,0,8
618,8,8
620,7,4
628,8,2
637,12,12
640,8,2
641,8,2
653,8,8
656,8,0
661,7,5
669,10,5
687,4,2
701,10,8
702,11,2
703,7,2
705,8,1
708,8,8
710,10,12
712,10,12
713,5,6
716,12,8
721,8,1
722,11,2
728,4,3
734,8,1
739,12,2
741,10,1
743,3,2
746,8,6
749,8,2
751,10,8
753,10,2
754,12,0
757,12,1
760,8,8
764,6,4
765,12,2
770,10,2
773,2,12
777,6,1
785,7,4
794,9,2
804,5,0
818,12,4
826,12,8
828,12,1
830,12,0
834,12,2
839,10,1
844,11,1
848,12,0
852,12,2
854,10,2
857,8,4
863,12,8
864,7,2
866,12,1
875,10,8
876,11,1
881,8,1
884,11,1
885,10,2
888,8,2
889,12,4
896,10,2
899,8,2
902,10,1
904,6,3
905,8,4
912,8,2
920,11,2
922,10,8
930,7,0
932,8,2
936,12,4
940,8,8
942,8,8
951,12,2
955,12,0
959,8,4
961,8,9
963,12,0
973,12,2
974,10,2
978,8,2
982,7,4
986,12,0
987,12,2
996,12,2
998,6,1
